t_ms,phase_us,seq,spin_ns,gap_ewma_ns,wake_ewma_ns,burn_ewma_ns,blocked
82.274,2,1541,4733,49610,2244,6029,1
82.328,2,1542,4880,49684,2242,5990,1
82.383,2,1543,5033,49760,2239,5959,1
82.438,2,1544,5190,49828,2236,5933,1
82.493,2,1545,5353,49896,2235,5912,1
82.548,2,1546,5520,49962,2235,5896,1
82.603,2,1547,5693,50026,2235,5886,1
82.659,2,1548,5870,50096,2244,5883,1
82.713,2,1549,6053,50156,2243,5885,1
82.768,2,1550,6242,50215,2241,5892,1
82.823,2,1551,6437,50271,2242,5905,1
82.834,2,1552,6638,48936,2249,5930,1
82.889,2,1553,6845,49029,2247,5954,1
82.944,2,1554,7058,49121,2247,5985,1
82.999,2,1555,7279,49210,2243,6020,1
83.054,2,1556,7506,49298,2244,6062,1
83.109,2,1557,7741,49381,2242,6109,1
83.164,2,1558,7982,49466,2239,6163,1
83.219,2,1559,7716,49546,2238,6222,1
83.274,2,1560,7460,49621,2237,6272,1
83.328,2,1561,7212,49695,2236,6313,1
83.383,2,1562,6972,49769,2233,6344,1
83.438,2,1563,6740,49841,2233,6366,1
83.493,2,1564,6516,49911,2230,6380,1
83.548,2,1565,6300,49979,2229,6387,1
83.603,2,1566,6090,50043,2227,6386,1
83.658,2,1567,5888,50109,2231,6379,1
83.713,2,1568,5694,50169,2239,6367,1
83.768,2,1569,5504,50219,2237,6349,1
83.823,2,1570,5322,50278,2238,6325,1
83.834,2,1571,5146,48947,2248,6345,1
83.889,2,1572,4976,49032,2247,6310,1
83.943,2,1573,4810,49124,2244,6272,1
83.998,2,1574,4650,49215,2241,6229,1
84.053,2,1575,4496,49306,2239,6183,1
84.108,2,1576,4637,49388,2237,6132,1
84.163,2,1577,4782,49468,2235,6087,1
84.218,2,1578,4931,49550,2233,6049,1
84.273,2,1579,5086,49630,2231,6016,1
84.328,2,1580,5245,49705,2231,5989,1
84.383,2,1581,5408,49780,2233,5967,1
84.438,2,1582,5577,49851,2232,5952,1
84.493,2,1583,5752,49920,2230,5942,1
84.548,2,1584,5931,49890,2232,5939,1
84.603,2,1585,6116,49955,2230,5942,1
84.658,2,1586,6307,50019,2227,5951,1
84.713,2,1587,6504,50080,2226,5964,1
84.768,2,1588,6707,50149,2235,5982,1
84.823,2,1589,6916,50204,2233,6008,1
84.835,2,1590,7133,48918,2235,6056,1
84.890,2,1591,7356,49019,2239,6094,1
84.945,2,1592,7585,49107,2238,6136,1
85.000,2,1593,7333,49201,2236,6184,1
85.055,2,1594,7089,49291,2245,6223,1
85.110,2,1595,6853,49368,2241,6253,1
85.165,2,1596,6627,49450,2238,6274,1
85.220,2,1597,6407,49534,2239,6289,1
85.275,2,1598,6195,49610,2237,6295,1
85.330,2,1599,5989,49688,2235,6294,1
85.385,2,1600,5789,49756,2236,6287,1
85.440,2,1601,5597,49828,2238,6274,1
85.495,2,1602,5411,49901,2239,6255,1
85.550,2,1603,5580,49966,2240,6230,1
85.605,2,1604,5755,50028,2237,6212,1
85.659,2,1605,5934,50091,2236,6201,1
85.714,2,1606,6119,50156,2232,6195,1
85.769,2,1607,6310,50215,2231,6196,1
85.825,2,1608,6507,50274,2238,6202,1
85.832,2,1609,6089,48892,2238,6197,0
85.888,2,1610,5887,49034,2237,6195,1
85.943,2,1611,5691,49132,2236,6189,1
85.998,2,1612,5501,49223,2234,6177,1
86.053,2,1613,5672,49310,2235,6158,1
86.108,2,1614,5849,49394,2234,6145,1
86.163,2,1615,6032,49475,2232,6137,1
86.218,2,1616,6221,49557,2231,6136,1
86.273,2,1617,6416,49640,2228,6142,1
86.328,2,1618,6617,49713,2225,6152,1
86.383,2,1619,6824,49786,2222,6169,1
86.438,2,1620,7037,49856,2221,6191,1
86.492,2,1621,7256,49923,2219,6219,1
86.547,2,1622,7016,49991,2221,6253,1
86.602,2,1623,6782,50053,2220,6278,1
86.657,2,1624,6556,50111,2220,6297,1
86.712,2,1625,6338,50179,2218,6308,1
86.767,2,1626,6128,50235,2220,6312,1
86.822,2,1627,5924,50293,2220,6309,1
86.834,2,1628,5728,48997,2230,6357,1
86.889,2,1629,5538,49086,2230,6339,1
86.944,2,1630,5354,49172,2229,6317,1
86.999,2,1631,5176,49268,2226,6289,1
87.054,2,1632,5004,49356,2225,6256,1
87.109,2,1633,4838,49440,2224,6219,1
87.164,2,1634,4989,49525,2223,6178,1
87.219,2,1635,5144,49605,2222,6143,1
87.274,2,1636,4974,49680,2225,7239,1
87.329,2,1637,4808,49752,2224,7171,1
87.384,2,1638,4650,49823,2225,7099,1
87.439,2,1639,4496,49891,2223,7026,1
87.494,2,1640,4348,49959,2224,6949,1
87.549,2,1641,4202,50028,2223,6871,1
87.604,2,1642,4062,50088,2225,7709,1
87.659,2,1643,3928,50149,2225,7599,1
87.714,2,1644,3798,50206,2227,7487,1
87.769,2,1645,3672,50263,2226,7375,1
87.824,2,1646,3550,50319,2228,7261,1
87.834,2,1647,3432,48962,2232,7147,1
87.889,2,1648,3318,49063,2236,7034,1
87.944,2,1649,3208,49157,2235,6920,1
87.999,2,1650,3102,49248,2238,6806,1
88.054,2,1651,3000,49333,2243,6692,1
88.109,2,1652,2900,49410,2243,6578,1
88.164,2,1653,2804,49491,2240,6466,1
88.219,2,1654,2710,49571,2241,6355,1
88.274,2,1655,2620,49651,2239,6244,1
88.329,2,1656,2701,49725,2240,6133,1
88.384,2,1657,2786,49794,2240,6028,1
88.439,2,1658,2873,49866,2241,5928,1
88.494,2,1659,2962,49935,2240,5836,1
88.549,2,1660,3055,50000,2241,5749,1
88.604,2,1661,3150,50063,2238,5668,1
88.659,2,1662,3249,50126,2239,5591,1
88.714,2,1663,3350,50187,2237,5519,1
88.768,2,1664,3455,50241,2237,5454,1
88.823,2,1665,3562,50297,2236,5394,1
88.835,2,1666,3673,48991,2244,5340,1
88.891,2,1667,3788,49101,2245,5291,1
88.946,2,1668,3907,49196,2252,5246,1
89.001,2,1669,4030,49282,2252,5208,1
89.056,2,1670,4155,49368,2251,5174,1
89.111,2,1671,4284,49454,2249,5146,1
89.166,2,1672,4417,49533,2252,5121,1
89.221,2,1673,4556,49612,2251,5103,1
89.276,2,1674,4699,49684,2251,5089,1
89.331,2,1675,4846,49758,2249,5079,1
89.386,2,1676,4997,49826,2250,5075,1
89.441,2,1677,5154,49897,2247,5075,1
89.496,2,1678,5315,49960,2247,5079,1
89.551,2,1679,5482,50024,2248,5090,1
89.605,2,1680,5653,50084,2248,5104,1
89.661,2,1681,5830,50147,2250,5124,1
89.715,2,1682,6013,50202,2249,5149,1
89.770,2,1683,6200,50258,2250,5178,1
89.825,2,1684,6393,50308,2248,5211,1
89.832,2,1685,6380,48911,2248,5223,0
89.888,2,1686,6579,49057,2249,5262,1
89.943,2,1687,6784,49149,2245,5307,1
89.998,2,1688,6997,49247,2249,5354,1
90.053,2,1689,7216,49325,2246,5407,1
90.108,2,1690,7441,49413,2244,5465,1
90.163,2,1691,7674,49493,2242,5528,1
90.218,2,1692,7913,49567,2239,5596,1
90.273,2,1693,8160,49644,2236,5670,1
90.327,2,1694,8415,49719,2233,5751,1
90.382,2,1695,8678,49696,2234,5837,1
90.437,2,1696,8949,49766,2232,5928,1
90.492,2,1697,9228,49835,2230,6025,1
90.547,2,1698,9517,49899,2228,6128,1
90.602,2,1699,9814,49965,2230,6235,1
90.657,2,1700,9488,50029,2239,6349,1
90.712,2,1701,9174,50086,2237,6450,1
90.767,2,1702,8870,50146,2239,6538,1
90.822,2,1703,8576,50203,2238,6612,1
90.832,2,1704,8292,48913,2175,6675,1
90.888,2,1705,8016,49062,2180,6728,1
90.943,2,1706,7750,49155,2182,6770,1
90.998,2,1707,7494,49244,2184,6802,1
91.054,2,1708,7246,49337,2193,6827,1
91.108,2,1709,7006,49414,2192,6842,1
91.163,2,1710,6774,49496,2191,6849,1
91.218,2,1711,6548,49576,2192,6848,1
91.273,2,1712,6330,49651,2193,6842,1
91.328,2,1713,6120,49724,2197,6828,1
91.383,2,1714,5916,49797,2198,6808,1
91.438,2,1715,5720,49867,2198,6783,1
91.493,2,1716,5530,49934,2202,6753,1
91.548,2,1717,5346,50003,2202,6718,1
91.603,2,1718,5168,50066,2200,6677,1
91.658,2,1719,4996,50126,2199,6633,1
91.713,2,1720,4830,50186,2200,6585,1
91.768,2,1721,4670,50244,2199,6533,1
91.823,2,1722,4514,50302,2201,6478,1
91.834,2,1723,4364,48975,2203,6419,1
91.889,2,1724,4220,49069,2206,6358,1
91.944,2,1725,4080,49159,2205,6295,1
91.999,2,1726,3944,49249,2204,6228,1
92.054,2,1727,4067,49335,2208,6159,1
92.109,2,1728,4194,49420,2214,6097,1
92.164,2,1729,4325,49499,2215,6041,1
92.219,2,1730,4460,49577,2213,5990,1
92.274,2,1731,4599,49658,2212,5945,1
92.329,2,1732,4742,49733,2210,5906,1
92.383,2,1733,4891,49802,2208,5873,1
92.439,2,1734,5044,49872,2209,5845,1
92.493,2,1735,5201,49941,2208,5823,1
92.548,2,1736,5364,50009,2205,5806,1
92.603,2,1737,5531,50074,2203,5795,1
92.658,2,1738,5704,50136,2205,5789,1
92.714,2,1739,5883,50200,2207,5789,1
92.769,2,1740,6066,50254,2210,5795,1
92.823,2,1741,6255,50309,2211,5805,1
92.835,2,1742,6450,49016,2209,5845,1
92.890,2,1743,6651,49114,2211,5866,1
92.945,2,1744,6858,49201,2210,5894,1
93.000,2,1745,7073,49290,2209,5927,1
93.055,2,1746,7294,49374,2208,5966,1
93.110,2,1747,7521,49459,2206,6011,1
93.165,2,1748,7756,49546,2215,6061,1
93.220,2,1749,7999,49620,2215,6117,1
93.275,2,1750,8248,49699,2218,6178,1
93.330,2,1751,7974,49773,2219,6244,1
93.385,2,1752,7710,49842,2220,6300,1
93.440,2,1753,7454,49909,2220,6348,1
93.495,2,1754,7206,49975,2223,6386,1
93.550,2,1755,6966,50038,2225,6413,1
93.605,2,1756,6734,50100,2224,6432,1
93.660,2,1757,6510,50160,2225,6444,1
93.715,2,1758,6294,50219,2226,6449,1
93.770,2,1759,6086,50275,2232,6447,1
93.825,2,1760,5884,50327,2230,6439,1
93.832,2,1761,5688,48947,2168,6424,1
93.888,2,1762,5498,49094,2168,6404,1
93.943,2,1763,5314,49185,2171,6379,1
93.998,2,1764,5138,49273,2172,6349,1
94.053,2,1765,4968,49359,2173,6313,1
94.108,2,1766,4802,49443,2172,6274,1
94.163,2,1767,4644,49524,2171,6231,1
94.218,2,1768,4789,49607,2180,6185,1
94.273,2,1769,4938,49677,2180,6144,1
94.328,2,1770,5093,49751,2180,6108,1
94.383,2,1771,5252,49822,2179,6078,1
94.438,2,1772,5417,49895,2182,6054,1
94.493,2,1773,5586,49960,2183,6037,1
94.548,2,1774,5761,50024,2185,6026,1
94.603,2,1775,5942,50085,2188,6021,1
94.658,2,1776,6127,50142,2188,6020,1
94.713,2,1777,6318,50201,2191,6026,1
94.767,2,1778,6515,50255,2190,6038,1
94.822,2,1779,6718,50306,2189,6056,1
94.832,2,1780,6494,49020,2189,6153,0
94.888,2,1781,6278,49141,2193,6165,1
94.943,2,1782,6070,49233,2195,6171,1
94.998,2,1783,5868,49320,2199,6170,1
95.053,2,1784,6051,49404,2200,6162,1
95.108,2,1785,6240,49484,2201,6162,1
95.163,2,1786,6435,49560,2203,6166,1
95.218,2,1787,6636,49642,2207,6177,1
95.273,2,1788,6843,49711,2216,6195,1
95.328,2,1789,7056,49780,2216,6218,1
95.383,2,1790,6822,49850,2214,6246,1
95.438,2,1791,6596,49918,2214,6265,1
95.493,2,1792,6378,49988,2213,6277,1
95.548,2,1793,6166,50053,2213,6284,1
95.603,2,1794,5962,50118,2215,6282,1
95.658,2,1795,5764,50176,2216,6274,1
95.713,2,1796,5945,50237,2219,6260,1
95.768,2,1797,6130,50294,2220,6253,1
95.823,2,1798,6321,50348,2219,6251,1
95.834,2,1799,6111,49028,2237,6286,1
95.889,2,1800,5909,49102,2239,6284,1
95.944,2,1801,5713,49192,2238,6275,1
95.999,2,1802,5523,49282,2236,6259,1
96.054,2,1803,5339,49368,2237,6239,1
96.109,2,1804,5161,49449,2243,6213,1
96.164,2,1805,4989,49430,2246,6182,1
96.218,2,1806,5144,49509,2248,6147,1
96.274,2,1807,5305,49597,2255,6117,1
96.329,2,1808,5470,49671,2257,6094,1
96.384,2,1809,5641,49742,2257,6078,1
96.439,2,1810,5818,49812,2254,6067,1
96.494,2,1811,5999,49880,2256,6061,1
96.548,2,1812,6186,49946,2253,6060,1
96.603,2,1813,6379,50010,2254,6066,1
96.658,2,1814,6578,50073,2251,6079,1
96.713,2,1815,6783,50139,2252,6096,1
96.768,2,1816,6994,50201,2249,6120,1
96.823,2,1817,7213,50260,2249,6149,1
96.835,2,1818,6973,48960,2253,6187,1
96.890,2,1819,6741,49059,2251,6213,1
96.945,2,1820,6517,49160,2248,6235,1
97.000,2,1821,6299,49250,2249,6247,1
97.055,2,1822,6089,49334,2249,6250,1
97.110,2,1823,5887,49418,2247,6248,1
97.165,2,1824,5691,49498,2246,6239,1
97.220,2,1825,5501,49577,2244,6225,1
97.275,2,1826,5672,49656,2245,6205,1
97.330,2,1827,5849,49738,2255,6190,1
97.385,2,1828,6032,49806,2253,6182,1
97.440,2,1829,6221,49881,2251,6181,1
97.495,2,1830,6416,49941,2251,6184,1
97.550,2,1831,6617,50004,2249,6194,1
97.605,2,1832,6824,50067,2247,6210,1
97.660,2,1833,7037,50127,2247,6231,1
97.715,2,1834,7256,50187,2244,6258,1
97.770,2,1835,7016,50246,2242,6292,1
97.825,2,1836,6782,50304,2241,6316,1
97.832,2,1837,6346,48928,2241,6315,0
97.888,2,1838,6136,49079,2242,6318,1
97.943,2,1839,5932,49168,2244,6315,1
98.003,2,1840,5734,49332,2309,6307,1
98.057,2,1841,5544,49296,2308,6291,1
98.112,2,1842,5360,49379,2307,6271,1
98.167,2,1843,5182,49463,2311,6245,1
98.222,2,1844,5010,49536,2310,6214,1
98.277,2,1845,5167,49608,2307,6178,1
98.332,2,1846,5328,49682,2303,6148,1
98.387,2,1847,5495,49763,2308,6124,1
98.442,2,1848,5666,49828,2305,6106,1
98.497,2,1849,5843,49894,2301,6096,1
98.552,2,1850,6026,49954,2300,6091,1
98.607,2,1851,6215,50016,2300,6090,1
98.662,2,1852,6410,50080,2300,6096,1
98.717,2,1853,6611,50138,2298,6108,1
98.771,2,1854,6818,50198,2294,6126,1
98.826,2,1855,7031,50254,2290,6151,1
98.833,2,1856,6579,48869,2290,6145,0
98.890,2,1857,6359,49016,2289,6162,1
98.945,2,1858,6149,49109,2286,6170,1
99.000,2,1859,5945,49203,2285,6172,1
99.055,2,1860,5747,49290,2285,6167,1
99.109,2,1861,5926,49368,2281,6157,1
99.165,2,1862,6111,49450,2282,6153,1
99.219,2,1863,6302,49528,2280,6155,1
99.274,2,1864,6499,49604,2280,6162,1
99.329,2,1865,6702,49677,2274,6174,1
99.384,2,1866,6911,49757,2273,6193,1
99.440,2,1867,7126,49832,2281,6218,1
99.494,2,1868,6890,49893,2277,6248,1
99.549,2,1869,6660,49959,2274,6271,1
99.604,2,1870,6440,50025,2271,6286,1
99.659,2,1871,6226,50088,2268,6294,1
99.714,2,1872,6020,50150,2271,6295,1
99.769,2,1873,5820,50207,2274,6288,1
99.824,2,1874,6001,50258,2271,6275,1
99.835,2,1875,5801,48914,2295,6270,1
99.889,2,1876,5609,48995,2293,6258,1
99.944,2,1877,5423,49089,2292,6241,1
99.999,2,1878,5243,49182,2289,6217,1
100.054,2,1879,5069,49268,2295,6190,1
100.109,2,1880,5228,49332,2293,6157,1
100.164,2,1881,5391,49411,2293,6131,1
100.219,2,1882,5560,49490,2291,6111,1
100.274,2,1883,5733,49561,2289,6096,1
100.329,2,1884,5912,49635,2285,6087,1
100.384,2,1885,6097,49713,2285,6085,1
100.439,2,1886,6288,49783,2285,6088,1
100.494,2,1887,6485,49860,2295,6098,1
100.549,2,1888,6688,49923,2294,6113,1
100.604,2,1889,6897,49987,2292,6134,1
100.659,2,1890,7112,50053,2288,6160,1
100.714,2,1891,7335,50112,2291,6192,1
100.769,2,1892,7564,50162,2288,6231,1
100.824,2,1893,7801,50221,2287,6274,1
100.833,2,1894,7541,48907,2222,6324,1
100.890,2,1895,7289,49061,2230,6364,1
100.944,2,1896,7047,49142,2231,6396,1
100.999,2,1897,6813,49228,2231,6418,1
101.054,2,1898,6587,49316,2230,6434,1
101.109,2,1899,6367,49401,2230,6441,1
101.164,2,1900,6155,49483,2229,6441,1
101.219,2,1901,5951,49561,2226,6435,1
101.274,2,1902,5753,49641,2232,6422,1
101.329,2,1903,5561,49713,2235,6402,1
101.384,2,1904,5375,49782,2233,6379,1
101.439,2,1905,5195,49846,2231,6351,1
101.494,2,1906,5023,49916,2228,6317,1
101.549,2,1907,4857,49992,2233,7378,1
101.604,2,1908,4695,50046,2235,7302,1
101.659,2,1909,4539,50103,2234,7222,1
101.714,2,1910,4387,50164,2236,7141,1
101.769,2,1911,4241,50220,2238,7057,1
101.824,2,1912,4101,50273,2240,6971,1
101.834,2,1913,3965,48927,2240,6884,1
101.889,2,1914,3833,49028,2240,6795,1
101.944,2,1915,3705,48692,2241,6705,1
101.999,2,1916,3581,48787,2240,6614,1
102.054,2,1917,3461,48889,2240,6521,1
102.109,2,1918,3347,48985,2240,6428,1
102.164,2,1919,3237,49077,2242,6335,1
102.219,2,1920,3129,49165,2241,6240,1
102.274,2,1921,3226,49255,2239,6145,1
102.329,2,1922,3327,49341,2238,6056,1
102.384,2,1923,3215,49427,2235,6701,1
102.438,2,1924,3109,49506,2237,6595,1
102.493,2,1925,3005,49587,2236,6488,1
102.548,2,1926,2905,49658,2235,6381,1
102.604,2,1927,2809,49740,2243,6276,1
102.659,2,1928,2896,49802,2244,6169,1
102.714,2,1929,2987,49869,2242,6070,1
102.768,2,1930,3080,49934,2241,5977,1
102.824,2,1931,3177,50000,2240,5888,1
102.835,2,1932,3276,48697,2247,5806,1
102.890,2,1933,3379,48798,2249,5730,1
102.945,2,1934,3484,48899,2248,5659,1
103.000,2,1935,3593,48994,2246,5593,1
103.055,2,1936,3706,49089,2247,5533,1
103.110,2,1937,3821,49177,2247,5477,1
103.165,2,1938,3940,49265,2249,5427,1
103.220,2,1939,4063,49351,2249,5383,1
103.274,2,1940,4190,49433,2247,5344,1
103.329,2,1941,4321,49513,2247,5310,1
103.384,2,1942,4456,49590,2245,5280,1
103.439,2,1943,4595,49669,2243,5257,1
103.494,2,1944,4738,49741,2241,5239,1
103.549,2,1945,4887,49812,2240,5226,1
103.604,2,1946,5040,49878,2245,5217,1
103.659,2,1947,5197,49950,2248,5215,1
103.714,2,1948,5360,50009,2246,5217,1
103.769,2,1949,5527,50070,2245,5225,1
103.824,2,1950,5700,50131,2246,5236,1
103.834,2,1951,5879,48787,2249,5254,1
103.890,2,1952,6062,48888,2249,5277,1
103.945,2,1953,6251,48989,2250,5304,1
103.999,2,1954,6446,49081,2248,5335,1
104.054,2,1955,6647,49171,2249,5372,1
104.109,2,1956,6854,49259,2245,5415,1
104.164,2,1957,7069,49344,2246,5461,1
104.219,2,1958,7290,49426,2246,5515,1
104.274,2,1959,7517,49507,2245,5574,1
104.329,2,1960,7752,49580,2245,5637,1
104.384,2,1961,7995,49657,2244,5706,1
104.439,2,1962,8244,49728,2245,5780,1
104.494,2,1963,8501,49796,2246,5860,1
104.549,2,1964,8766,49860,2247,5945,1
104.603,2,1965,9039,49926,2244,6036,1
104.659,2,1966,9322,49990,2250,6133,1
104.714,2,1967,9613,50057,2256,6235,1
104.769,2,1968,9295,50110,2255,6343,1
104.824,2,1969,8987,50177,2254,6437,1
104.832,2,1970,8409,48855,2254,6482,0
104.889,2,1971,8129,49011,2259,6544,1
104.944,2,1972,7859,49097,2259,6595,1
104.999,2,1973,7597,49186,2261,6637,1
105.054,2,1974,7345,49271,2259,6670,1
105.109,2,1975,7101,49355,2259,6693,1
105.164,2,1976,6865,49435,2263,6708,1
105.219,2,1977,6637,49511,2262,6716,1
105.274,2,1978,6417,49593,2260,6716,1
105.329,2,1979,6205,49672,2256,6709,1
105.384,2,1980,5999,49747,2260,6696,1
105.439,2,1981,5799,49814,2257,6677,1
105.493,2,1982,5607,49884,2253,6652,1
105.548,2,1983,5421,49949,2254,6621,1
105.603,2,1984,5241,50014,2256,6585,1
105.658,2,1985,5067,50071,2253,6545,1
105.713,2,1986,4899,50125,2255,6500,1
105.768,2,1987,4737,50188,2258,6453,1
105.823,2,1988,4581,50243,2256,6403,1
105.834,2,1989,4429,48915,2258,6349,1
105.889,2,1990,4283,49010,2258,6292,1
105.944,2,1991,4139,49105,2257,6232,1
105.999,2,1992,4001,49190,2258,6168,1
106.054,2,1993,4126,49282,2258,6104,1
106.109,2,1994,4255,49367,2257,6044,1
106.164,2,1995,4388,49449,2255,5991,1
106.219,2,1996,4525,49527,2253,5944,1
106.274,2,1997,4666,49604,2252,5902,1
106.329,2,1998,4811,49682,2251,5866,1
106.384,2,1999,4962,49751,2252,5839,1
106.439,2,2000,5117,49819,2254,5815,1
106.493,2,2001,5276,49888,2250,5796,1
106.548,2,2002,5441,49957,2247,5783,1
106.603,2,2003,5612,50021,2247,5774,1
106.658,2,2004,5787,50082,2248,5770,1
106.713,2,2005,5968,50145,2250,5772,1
106.769,2,2006,6155,50211,2260,5780,1
106.824,2,2007,6348,50258,2263,5794,1
106.835,2,2008,6547,48945,2270,5815,1
106.890,2,2009,6752,49036,2267,5840,1
106.945,2,2010,6963,49130,2263,5870,1
107.000,2,2011,7180,49232,2264,5908,1
107.055,2,2012,7405,49320,2261,5951,1
107.110,2,2013,7636,49407,2258,5999,1
107.165,2,2014,7875,49490,2255,6052,1
107.220,2,2015,8122,49566,2257,6111,1
107.275,2,2016,8375,49636,2260,6176,1
107.330,2,2017,8097,49707,2258,6248,1
107.385,2,2018,7829,49778,2256,6308,1
107.440,2,2019,7569,49847,2253,6358,1
107.495,2,2020,7319,49914,2253,6397,1
107.550,2,2021,7077,49978,2251,6429,1
107.605,2,2022,6841,50039,2252,6451,1
107.660,2,2023,6613,49986,2255,6466,1
107.715,2,2024,6393,50045,2253,6473,1
107.769,2,2025,6179,50106,2252,6473,1
107.825,2,2026,5973,50178,2266,6466,1
107.832,2,2027,5775,48801,2266,6451,0
107.889,2,2028,5583,48955,2268,6433,1
107.944,2,2029,5399,49049,2266,6410,1
107.999,2,2030,5219,49144,2263,6381,1
108.054,2,2031,5045,49233,2263,6346,1
108.109,2,2032,4877,49319,2260,6309,1
108.164,2,2033,4715,49403,2260,6267,1
108.219,2,2034,4559,49482,2261,6220,1
108.274,2,2035,4702,49561,2260,6169,1
108.328,2,2036,4849,49636,2257,6126,1
108.383,2,2037,5000,49711,2257,6088,1
108.438,2,2038,5157,49782,2255,6056,1
108.493,2,2039,5318,49850,2253,6031,1
108.548,2,2040,5485,49918,2251,6012,1
108.603,2,2041,5656,49984,2249,5998,1
108.658,2,2042,5833,50046,2246,5990,1
108.713,2,2043,6016,50106,2242,5987,1
108.768,2,2044,6205,50167,2241,5991,1
108.823,2,2045,6398,50224,2239,6001,1
108.835,2,2046,6597,48927,2247,6045,1
108.890,2,2047,6804,49027,2250,6066,1
108.945,2,2048,7017,49120,2252,6091,1
109.000,2,2049,7236,49207,2248,6123,1
109.055,2,2050,7463,49292,2247,6159,1
109.110,2,2051,7215,49377,2245,6203,1
109.165,2,2052,6975,49455,2244,6237,1
109.220,2,2053,6743,49542,2243,6263,1
109.275,2,2054,6519,49617,2245,6279,1
109.330,2,2055,6301,49688,2245,6288,1
109.385,2,2056,6091,49761,2247,6291,1
109.440,2,2057,5889,49834,2247,6286,1
109.495,2,2058,5695,49901,2249,6275,1
109.550,2,2059,5505,49965,2249,6258,1
109.605,2,2060,5678,50029,2248,6237,1
109.660,2,2061,5855,50091,2246,6223,1
109.715,2,2062,6038,50151,2244,6213,1
109.769,2,2063,6227,50210,2242,6209,1
109.824,2,2064,6422,50266,2238,6213,1
109.835,2,2065,6210,48911,2265,6221,1
109.890,2,2066,6004,49003,2267,6223,1
109.945,2,2067,5804,49102,2270,6218,1
110.000,2,2068,5610,49186,2269,6207,1
110.056,2,2069,5424,49277,2280,6191,1
110.110,2,2070,5593,49352,2278,6169,1
110.165,2,2071,5768,49431,2276,6154,1
110.220,2,2072,5949,49514,2276,6143,1
110.275,2,2073,6134,49588,2275,6139,1
110.330,2,2074,6325,49663,2271,6142,1
110.385,2,2075,6522,49736,2271,6149,1
110.440,2,2076,6725,49807,2270,6164,1
110.495,2,2077,6936,49878,2265,6184,1
110.550,2,2078,7153,49947,2263,6211,1
110.605,2,2079,7376,50014,2263,6243,1
110.660,2,2080,7132,50075,2261,6281,1
110.715,2,2081,6896,50139,2260,6311,1
110.770,2,2082,6666,50195,2257,6332,1
110.825,2,2083,6446,50249,2259,6344,1
110.835,2,2084,6232,48908,2270,6349,1
110.890,2,2085,6026,49001,2268,6349,1
110.945,2,2086,5826,49093,2273,6341,1
111.000,2,2087,5634,49187,2275,6328,1
111.055,2,2088,5448,49272,2271,7541,1
111.110,2,2089,5268,49362,2268,7477,1
111.165,2,2090,5094,49445,2268,7411,1
111.220,2,2091,4924,49526,2268,7340,1
111.275,2,2092,4760,49601,2265,7266,1
111.330,2,2093,4602,49676,2264,7191,1
111.385,2,2094,4448,49749,2264,7111,1
111.440,2,2095,4300,49818,2264,7030,1
111.495,2,2096,4158,49885,2267,6946,1
111.549,2,2097,4020,49946,2267,6861,1
111.604,2,2098,3886,50004,2269,6774,1
111.659,2,2099,3756,50062,2268,6686,1
111.714,2,2100,3630,50122,2265,6596,1
111.769,2,2101,3510,50177,2264,6505,1
111.824,2,2102,3392,50236,2262,6414,1
111.834,2,2103,3280,48891,2265,6323,1
111.889,2,2104,3172,48985,2265,6231,1
111.944,2,2105,3066,49078,2262,6139,1
111.999,2,2106,3161,49170,2266,6045,1
112.054,2,2107,3057,49265,2268,6649,1
112.109,2,2108,2955,49350,2266,6540,1
112.164,2,2109,2857,49432,2268,6429,1
112.219,2,2110,2761,49515,2264,6320,1
112.274,2,2111,2669,49594,2262,6212,1
112.329,2,2112,2752,49670,2260,6105,1
112.384,2,2113,2839,49746,2256,6003,1
112.439,2,2114,2928,49819,2257,5907,1
112.494,2,2115,3019,49890,2254,5817,1
112.549,2,2116,3114,49958,2253,5732,1
112.604,2,2117,3211,50016,2254,5652,1
112.659,2,2118,3312,50074,2250,5577,1
112.714,2,2119,3415,50137,2247,5508,1
112.769,2,2120,3522,50200,2245,5446,1
112.824,2,2121,3633,50259,2242,5389,1
112.835,2,2122,3746,48932,2246,5337,1
112.890,2,2123,3863,49026,2252,5290,1
112.945,2,2124,3984,49114,2249,5249,1
112.999,2,2125,4109,49201,2247,5211,1
113.055,2,2126,4238,49288,2252,5178,1
113.110,2,2127,4371,49368,2257,5152,1
113.164,2,2128,4508,49443,2255,5131,1
113.219,2,2129,4649,49522,2254,5113,1
113.274,2,2130,4794,49600,2256,5100,1
113.329,2,2131,4943,49563,2259,5092,1
113.384,2,2132,5098,49642,2260,5089,1
113.439,2,2133,5257,49712,2261,5093,1
113.494,2,2134,5422,49781,2259,5101,1
113.549,2,2135,5591,49852,2260,5113,1
113.604,2,2136,5766,49919,2260,5130,1
113.659,2,2137,5947,49984,2260,5152,1
113.714,2,2138,6132,50049,2258,5178,1
113.769,2,2139,6323,50111,2256,5211,1
113.824,2,2140,6520,50167,2253,5248,1
113.835,2,2141,6723,48828,2285,5290,1
113.889,2,2142,6934,48900,2280,5338,1
113.944,2,2143,7151,48993,2276,5389,1
113.999,2,2144,7374,49091,2272,5447,1
114.054,2,2145,7605,49184,2271,5510,1
114.110,2,2146,7842,49279,2288,5577,1
