t_ms,phase_us,seq,spin_ns,gap_ewma_ns,wake_ewma_ns,burn_ewma_ns,blocked
158.474,200,627,31099,244991,6653,30520,1
158.732,200,628,32070,245239,6602,30540,1
158.993,200,629,33073,245540,6566,30593,1
159.220,200,630,31975,244749,6551,30672,1
159.483,200,631,30913,244982,6629,30716,1
159.741,200,632,29887,245087,6697,30727,1
159.997,200,633,28893,245077,6780,30704,1
160.220,200,634,27933,244084,6802,30651,1
160.475,200,635,27005,244135,6818,30569,1
160.727,200,636,27848,244194,6748,30461,1
160.981,200,637,28719,244344,6689,30381,1
161.214,200,638,29616,243795,6623,30331,1
161.468,200,639,30541,243966,6565,30311,1
161.723,200,640,31496,244123,6503,30320,1
161.982,200,641,32481,244402,6464,30359,1
162.220,200,642,33496,244035,6425,30427,1
162.480,200,643,34543,244337,6380,30524,1
162.738,200,644,33395,244613,6334,30651,1
162.998,200,645,32285,244892,6310,30739,1
163.224,200,646,31213,243993,6396,30788,1
163.502,200,647,30177,244860,6377,30803,1
163.761,200,648,29175,245138,6316,30785,1
164.020,200,649,28205,245420,6253,30737,1
164.288,200,650,29086,245819,6348,30660,1
164.546,200,651,29995,245900,6421,30614,1
164.804,200,652,30932,245973,6485,30597,1
165.064,200,653,31899,246067,6555,30619,1
165.323,200,654,32896,246155,6625,30663,1
165.577,200,655,33925,246228,6569,30735,1
165.836,200,656,32799,246440,6517,30836,1
166.094,200,657,31709,246655,6456,30899,1
166.367,200,658,30657,246953,6745,30929,1
166.626,200,659,29639,246830,6866,30930,1
166.884,200,660,28655,246837,6898,30897,1
167.143,200,661,29550,246936,6925,30836,1
167.408,200,662,30473,247097,7057,30798,1
167.670,200,663,31426,247136,7198,30790,1
167.922,200,664,32409,247071,7120,30812,1
168.177,200,665,33422,247139,7059,30864,1
168.437,200,666,32312,247314,7028,30945,1
168.698,200,667,31238,247486,7029,30988,1
168.951,200,668,30202,247473,6938,30998,1
169.209,200,669,29198,247546,6966,30974,1
169.461,200,670,30111,247485,6887,30920,1
169.716,200,671,31052,247536,6830,30895,1
169.970,200,672,32023,247571,6781,30901,1
170.216,200,673,30959,247312,6740,30937,1
170.469,200,674,29931,247346,6658,30939,1
170.725,200,675,30866,247424,6592,30909,1
170.979,200,676,31831,247474,6510,30909,1
171.215,200,677,30775,246969,6454,30939,1
171.479,200,678,29753,247147,6571,30936,1
171.739,200,679,28765,247165,6690,30902,1
171.998,200,680,29664,247199,6791,30838,1
172.227,200,681,28680,246227,6928,30805,1
172.486,200,682,29577,246284,7028,30742,1
172.737,200,683,30502,246248,6951,30708,1
172.991,200,684,31455,246336,6864,30703,1
173.214,200,685,30411,245479,6771,30728,1
173.470,200,686,29401,245624,6708,30720,1
173.724,200,687,30320,245725,6643,30680,1
173.979,200,688,31267,245830,6584,30670,1
174.214,200,689,30229,245330,6537,30690,1
174.468,200,690,31174,245440,6483,30677,1
174.723,200,691,32149,245554,6431,30694,1
174.978,200,692,31081,245662,6401,30740,1
175.214,200,693,30049,245193,6333,30752,1
175.469,200,694,29051,245324,6282,30731,1
175.723,200,695,29958,245440,6230,30680,1
175.978,200,696,30895,245552,6194,30658,1
176.217,200,697,29869,244382,6195,30666,1
176.470,200,698,28877,244470,6149,30642,1
176.724,200,699,27919,244598,6102,30588,1
176.983,200,700,28792,244825,6118,30506,1
177.213,200,701,29691,244229,6046,30455,1
177.472,200,702,30618,244516,6008,30433,1
177.731,200,703,31575,244787,5975,30441,1
177.991,200,704,32562,245080,5953,30479,1
178.221,200,705,33579,244450,5915,30546,1
178.481,200,706,32463,244747,5882,30642,1
178.739,200,707,31385,245008,5847,30700,1
178.998,200,708,30343,245262,5813,30723,1
179.218,200,709,29337,244297,5788,30713,1
179.478,200,710,28363,244608,5767,30673,1
179.737,200,711,29250,244878,5738,30603,1
179.995,200,712,30165,245136,5691,30562,1
180.223,200,713,29163,244379,5721,30551,1
180.479,200,714,30074,244590,5690,30510,1
180.738,200,715,31013,244873,5664,30498,1
180.997,200,716,31982,245125,5634,30516,1
181.220,200,717,30920,244252,5636,30564,1
181.478,200,718,29894,244501,5609,30576,1
181.738,200,719,30829,244814,5588,30557,1
181.996,200,720,31792,245071,5546,30567,1
182.221,200,721,30736,244288,5524,30607,1
182.482,200,722,29716,244610,5533,30613,1
182.751,200,723,30645,244961,5732,30591,1
183.007,200,724,31602,245051,5736,30595,1
183.219,200,725,30552,243806,5733,30629,1
183.476,200,726,29538,244073,5664,30629,1
183.731,200,727,28558,244280,5597,30597,1
183.986,200,728,29451,244470,5530,30536,1
184.215,200,729,28473,243818,5505,30503,1
184.468,200,730,29362,243967,5472,30442,1
184.729,200,731,30279,244229,5545,30411,1
184.988,200,732,31226,244406,5609,30410,1
185.223,200,733,32201,243786,5712,30438,1
185.481,200,734,31133,243934,5814,30497,1
185.743,200,735,30099,244118,5954,30521,1
185.997,200,736,31040,244230,5922,30511,1
186.223,200,737,30010,243481,5906,30530,1
186.482,200,738,29012,243767,5882,30516,1
186.740,200,739,29919,244055,5854,30471,1
186.999,200,740,30854,244342,5822,30456,1
187.219,200,741,29830,243404,5806,30470,1
187.477,200,742,30763,243669,5789,30451,1
187.731,200,743,31724,243818,5760,30462,1
187.985,200,744,30670,243974,5726,30502,1
188.214,200,745,29652,243331,5693,30508,1
188.467,200,746,28668,243507,5642,30482,1
188.721,200,747,29563,243686,5592,30426,1
188.975,200,748,30486,243864,5542,30399,1
189.215,200,749,31439,243569,5515,30403,1
189.478,200,750,32422,243851,5647,30438,1
189.738,200,751,31346,244000,5794,30502,1
189.997,200,752,30304,244125,5918,30533,1
190.229,200,753,29298,243357,6088,30529,1
190.487,200,754,28324,243462,6199,30494,1
190.737,200,755,29209,243508,6136,30429,1
190.991,200,756,30122,243688,6070,30391,1
191.214,200,757,29122,242915,6007,30383,1
191.469,200,758,30033,243125,5967,30344,1
191.723,200,759,30972,243303,5932,30335,1
191.977,200,760,31939,243470,5892,30355,1
192.216,200,761,30879,243152,5855,30405,1
192.470,200,762,29853,243328,5815,30421,1
192.724,200,763,30786,243501,5773,30405,1
192.977,200,764,31749,243675,5712,30418,1
193.222,200,765,30695,243303,5936,30461,1
193.468,200,766,29675,243220,5892,30470,1
193.722,200,767,28689,243394,5856,30447,1
193.976,200,768,29586,243558,5814,30393,1
194.214,200,769,30511,243231,5769,30368,1
194.468,200,770,31464,243415,5734,30373,1
194.722,200,771,32447,243585,5695,30408,1
194.976,200,772,31369,243747,5667,30472,1
195.215,200,773,30329,243412,5634,30500,1
195.477,200,774,29321,243714,5732,30497,1
195.736,200,775,30238,243881,5815,30464,1
195.996,200,776,31183,244067,5916,30461,1
196.229,200,777,30149,243241,6170,30485,1
196.484,200,778,29149,243300,6243,30478,1
196.735,200,779,28181,243369,6170,30439,1
196.989,200,780,27245,243561,6101,36534,1
197.225,200,781,26339,242831,6366,36244,1
197.468,200,782,25465,242713,6296,35936,1
197.722,200,783,24619,242919,6229,35610,1
197.976,200,784,23801,243116,6165,35267,1
198.222,200,785,23009,242791,6357,34909,1
198.477,200,786,22245,242760,6558,34539,1
198.726,200,787,21507,242723,6538,34157,1
198.980,200,788,20793,242868,6504,33764,1
199.217,200,789,20101,242462,6468,33362,1
199.470,200,790,19435,242625,6402,32950,1
199.724,200,791,18789,242819,6339,32529,1
199.978,200,792,18165,243008,6279,32102,1
200.215,200,793,17561,242658,6224,31667,1
200.469,200,794,16979,242046,6155,31228,1
200.722,200,795,16415,242272,6077,30784,1
200.976,200,796,15869,242497,6007,30337,1
201.223,200,797,16364,242190,6240,29886,1
201.483,200,798,16875,242443,6317,29466,1
201.742,200,799,17402,242652,6393,29076,1
202.001,20,800,17945,242835,6468,28713,1
202.079,20,801,18506,237387,6531,28381,1
202.157,20,802,19085,232118,6594,28077,1
202.224,20,803,19682,226625,6669,27801,1
202.304,20,804,20297,221705,6767,27552,1
202.380,20,805,19623,216866,6769,27329,1
202.458,20,806,18971,212287,6761,27092,1
202.536,20,807,18341,207860,6751,26840,1
202.615,20,808,17731,203576,6741,26578,1
202.690,20,809,17143,199439,6645,26304,1
202.769,20,810,16573,195523,6552,26019,1
202.848,20,811,16021,191728,6479,25726,1
202.926,20,812,15489,188039,6406,25425,1
203.004,20,813,14975,184466,6337,25116,1
203.083,20,814,14477,181004,6274,24801,1
203.161,20,815,13997,177650,6209,24481,1
203.222,20,816,13531,173821,6154,24155,1
203.301,20,817,13081,170718,6096,23825,1
203.379,20,818,12647,167682,6021,23491,1
203.458,20,819,12227,164759,5964,23153,1
203.536,20,820,11821,161913,5910,22813,1
203.615,20,821,11429,159176,5867,22471,1
203.694,20,822,11049,156497,5813,22127,1
203.773,20,823,10681,153923,5768,21783,1
203.851,20,824,10325,151409,5717,21439,1
203.925,20,825,9983,148870,5651,21093,1
203.999,20,826,9651,146391,5585,20747,1
204.073,20,827,9329,143989,5522,20402,1
204.147,20,828,9019,141662,5474,20057,1
204.213,20,829,8719,139168,5420,19714,1
204.287,20,830,8429,137002,5352,19371,1
204.361,20,831,8149,134903,5297,19030,1
204.434,20,832,7879,132863,5244,18691,1
204.508,20,833,7619,130885,5190,18355,1
204.582,20,834,7367,128965,5138,18021,1
204.655,20,835,7123,127109,5088,17689,1
204.729,20,836,6887,125315,5040,17360,1
204.803,20,837,6659,123577,4993,17035,1
204.877,20,838,6439,121895,4948,16712,1
204.950,20,839,6225,120259,4904,16393,1
205.025,20,840,6019,118692,4868,16076,1
205.102,20,841,5819,117262,4845,15763,1
205.181,20,842,5625,115902,4827,15454,1
205.218,20,843,5437,113277,4811,15148,1
205.296,20,844,5255,112043,4791,14845,1
205.375,20,845,5081,110846,4773,14547,1
205.455,20,846,4913,109696,4795,14253,1
205.532,20,847,4774,108551,4774,13962,1
205.611,20,848,4753,107462,4753,13677,1
205.689,20,849,4733,106408,4733,13399,1
205.768,20,850,4880,105387,4715,13130,1
205.847,20,851,5033,104413,4701,12873,1
205.925,20,852,5190,103451,4686,12630,1
206.004,20,853,5353,102522,4671,12399,1
206.082,20,854,5520,101621,4656,12180,1
206.161,20,855,5693,100752,4641,11974,1
206.217,20,856,5870,99215,4631,11779,1
206.299,20,857,6053,98432,4720,11597,1
206.378,20,858,6242,97538,4800,11427,1
206.458,20,859,6437,96677,4927,11268,1
206.535,20,860,6638,95792,5009,11122,1
206.613,20,861,6845,94976,5081,10985,1
206.692,20,862,7058,94194,5151,10859,1
206.770,20,863,7279,93437,5217,10743,1
206.849,20,864,7506,92703,5282,10638,1
206.928,20,865,7741,92004,5351,10544,1
207.006,20,866,7982,91314,5412,10459,1
207.084,20,867,8231,90645,5470,10386,1
207.163,20,868,8488,89997,5527,10321,1
207.244,20,869,8753,88844,6183,10268,1
207.326,20,870,9026,88311,6265,10222,1
207.405,20,871,9309,87723,6334,10188,1
207.477,20,872,9600,87037,6262,10163,1
207.550,20,873,9901,86478,6173,10146,1
207.624,20,874,10210,85957,6105,10139,1
207.698,20,875,10529,85437,6036,10143,1
207.772,20,876,10858,84936,5975,10158,1
207.846,20,877,11197,84446,5911,10181,1
207.920,20,878,11546,83978,5851,10214,1
207.994,20,879,11907,83519,5793,10257,1
208.068,20,880,12280,83076,5735,10309,1
208.143,20,881,11872,82666,5679,10372,1
208.213,20,882,11478,82148,5625,10420,1
208.287,20,883,11098,81757,5555,10454,1
208.361,20,884,10730,81384,5483,10475,1
208.435,20,885,10374,81024,5435,10484,1
208.510,20,886,10030,80666,5389,10482,1
208.584,20,887,9696,80313,5344,10469,1
208.657,20,888,9374,79968,5301,10446,1
208.731,20,889,9062,79636,5258,10414,1
208.805,20,890,8760,79317,5217,10373,1
208.879,20,891,8468,79007,5177,10323,1
208.953,20,892,8188,78705,5138,10266,1
209.027,20,893,7916,78415,5101,10202,1
209.101,20,894,7652,78131,5065,10132,1
209.175,20,895,7398,77862,5032,10055,1
209.215,20,896,7152,76241,5000,9974,1
209.288,20,897,6914,76019,4950,9888,1
209.363,20,898,6686,75823,4927,9797,1
209.437,20,899,6464,75613,4897,9700,1
209.511,20,900,6250,75427,4874,9601,1
209.589,20,901,6042,75332,4867,9497,1
209.663,20,902,6231,75132,4838,9389,1
209.737,20,903,6426,74952,4810,9290,1
209.811,20,904,6627,74781,4784,9201,1
209.885,20,905,6834,74616,4759,9122,1
209.960,20,906,7047,74454,4736,9052,1
210.033,20,907,7268,74294,4711,8991,1
210.108,20,908,7495,74135,4689,8939,1
210.182,20,909,7730,73982,4668,8895,1
210.214,20,910,7971,72538,4653,8859,1
210.288,20,911,8220,72445,4634,8832,1
210.363,20,912,8477,72347,4612,8817,1
210.437,20,913,8742,72254,4604,8810,1
210.510,20,914,9015,72153,4565,8809,1
210.584,20,915,9296,72077,4546,8816,1
210.659,20,916,9587,71994,4529,8832,1
210.733,20,917,9886,71909,4513,8856,1
210.807,20,918,10195,71828,4505,8889,1
210.880,20,919,10514,71740,4487,8931,1
210.954,20,920,10166,71664,4472,8981,1
211.028,20,921,9828,71589,4456,9019,1
211.103,20,922,9502,71524,4441,9045,1
211.177,20,923,9186,71458,4425,9060,1
211.214,20,924,8880,70227,4417,9065,1
211.287,20,925,8584,70209,4386,9061,1
211.362,20,926,8300,70191,4373,9046,1
211.436,20,927,8024,70164,4360,9025,1
211.510,20,928,7758,70147,4347,8994,1
211.584,20,929,7500,70123,4334,8956,1
211.658,20,930,7252,70101,4320,8911,1
211.732,20,931,7012,70083,4309,8861,1
211.806,20,932,6780,70060,4299,8804,1
211.880,20,933,6991,70035,4295,8742,1
211.955,20,934,7210,70011,4291,8689,1
212.029,20,935,7435,69990,4284,8645,1
212.103,20,936,7668,69971,4274,8608,1
212.177,20,937,7907,69947,4268,8580,1
212.213,20,938,8154,68752,4258,8560,1
212.288,20,939,8409,68787,4255,8548,1
212.362,20,940,8672,68810,4249,8545,1
212.436,20,941,8943,68823,4240,8550,1
212.509,20,942,9222,68840,4220,8564,1
212.584,20,943,9511,68866,4214,8586,1
212.658,20,944,9195,68878,4206,8616,1
212.732,20,945,8889,68894,4197,8636,1
212.806,20,946,8593,68909,4191,8645,1
212.880,20,947,8309,68921,4183,8644,1
212.954,20,948,8033,68935,4176,8635,1
213.028,20,949,8284,68952,4169,8617,1
213.102,20,950,8543,68956,4161,8607,1
213.176,20,951,8810,68971,4155,8606,1
213.214,20,952,8518,67860,4152,8614,1
213.287,20,953,8236,67907,4127,8613,1
213.363,20,954,7962,67993,4133,8603,1
213.437,20,955,7698,68032,4127,8584,1
213.511,20,956,7442,68075,4120,8558,1
213.586,20,957,7196,68111,4123,8527,1
213.659,20,958,7421,68146,4117,8486,1
213.733,20,959,7652,68182,4112,8453,1
213.807,20,960,7891,68216,4110,8429,1
213.882,20,961,8138,68250,4109,8413,1
213.955,20,962,8393,68272,4103,8406,1
214.030,20,963,8656,68313,4102,8407,1
214.104,20,964,8927,68336,4100,8416,1
214.178,20,965,9206,68369,4097,8434,1
214.214,20,966,8900,67203,4107,8459,1
214.287,20,967,8606,67263,4088,8474,1
214.362,20,968,8320,67345,4085,8479,1
214.436,20,969,8044,67416,4081,8475,1
214.511,20,970,7776,67482,4090,8462,1
214.585,20,971,7518,67534,4098,8442,1
214.676,20,972,7753,68015,4208,8416,1
214.757,20,973,7996,68232,4230,8397,1
214.840,20,974,8245,68481,4280,8385,1
214.921,20,975,8502,68699,4291,8382,1
215.003,20,976,8767,68961,4301,8388,1
215.084,20,977,9040,69175,4305,8402,1
215.165,20,978,9323,69376,4315,8424,1
215.224,20,979,9614,68893,4323,8454,1
215.305,20,980,9915,69123,4325,8492,1
215.386,20,981,10224,69311,4353,8538,1
215.466,20,982,10543,69453,4368,8592,1
215.545,20,983,10872,69603,4360,8654,1
215.625,20,984,10510,69779,4363,8726,1
215.705,20,985,10162,69915,4367,8784,1
215.784,20,986,9824,70058,4363,8828,1
215.866,20,987,9498,70259,4370,8861,1
215.941,20,988,9182,70279,4348,8882,1
216.018,20,989,8878,70343,4336,8893,1
216.092,20,990,8582,70314,4333,8894,1
216.166,20,991,8298,70274,4318,8886,1
216.214,20,992,8022,69441,4314,8869,1
216.288,20,993,7756,69430,4294,8845,1
216.361,20,994,7500,69432,4276,8813,1
216.435,20,995,7252,69433,4248,8773,1
216.512,20,996,7012,69531,4251,8726,1
216.587,20,997,7231,69543,4240,8674,1
216.661,20,998,7456,69534,4226,8630,1
216.735,20,999,7689,69535,4221,8596,1
216.809,20,1000,7930,69532,4204,8569,1
216.883,20,1001,8177,69535,4190,8550,1
216.957,20,1002,8432,69534,4170,8541,1
217.030,20,1003,8695,69536,4149,8541,1
217.105,20,1004,8966,69193,4138,8547,1
217.178,20,1005,9247,69202,4118,8561,1
217.213,20,1006,8939,68003,4105,8583,1
217.287,20,1007,8641,68058,4074,8595,1
217.361,20,1008,8355,68117,4059,8599,1
217.435,20,1009,8077,68169,4048,8592,1
217.509,20,1010,7809,68210,4043,8577,1
217.582,20,1011,7551,68246,4030,8554,1
217.656,20,1012,7786,68296,4017,8523,1
217.730,20,1013,8029,68332,4010,8502,1
217.804,20,1014,8280,68376,3998,8489,1
217.879,20,1015,8539,68426,3987,8484,1
217.952,20,1016,8806,68459,3976,8489,1
218.026,20,1017,9081,68498,3970,8500,1
218.100,20,1018,9364,68530,3958,8519,1
218.174,20,1019,9657,68563,3947,8547,1
218.213,20,1020,9335,67511,3942,8583,1
218.296,20,1021,9025,67825,3940,8608,1
218.375,20,1022,8727,68022,3948,8622,1
218.453,20,1023,8437,68207,3961,8628,1
218.532,20,1024,8157,68371,3970,8625,1
218.610,20,1025,7887,68536,3974,8612,1
218.689,20,1026,7625,68699,3989,8592,1
218.767,20,1027,7864,68846,3991,8564,1
218.849,20,1028,8109,69084,4010,8543,1
218.929,20,1029,8362,69275,4032,8531,1
219.008,20,1030,8623,69426,4036,8527,1
219.088,20,1031,8892,69598,4042,8532,1
219.169,20,1032,9169,69785,4068,8544,1
219.223,20,1033,9456,69104,4081,8566,1
219.302,20,1034,9751,69278,4085,8596,1
219.383,20,1035,10056,69487,4092,8634,1
219.465,20,1036,10371,69654,4177,8681,1
219.539,20,1037,10027,69624,4158,8735,1
219.613,20,1038,9693,69654,4141,8776,1
219.687,20,1039,9371,69662,4124,8806,1
219.762,20,1040,9059,69671,4110,8825,1
219.836,20,1041,8759,69677,4098,8834,1
219.911,20,1042,8467,69727,4083,8833,1
219.985,20,1043,8187,69737,4070,8824,1
220.060,20,1044,7915,69768,4054,8806,1
220.134,20,1045,7651,69772,4040,8780,1
220.210,20,1046,7397,69772,4082,8746,1
220.283,20,1047,7628,69737,4074,8706,1
220.357,20,1048,7867,69724,4058,8673,1
220.431,20,1049,8112,69717,4043,8649,1
220.504,20,1050,8365,69710,4027,8633,1
220.578,20,1051,8626,69707,4017,8626,1
220.652,20,1052,8895,69697,4001,8627,1
220.725,20,1053,9172,69693,3989,8636,1
220.799,20,1054,9459,69694,3977,8655,1
220.873,20,1055,9754,69683,3973,8681,1
220.947,20,1056,9430,69669,3959,8716,1
221.020,20,1057,9118,69667,3948,8740,1
221.094,20,1058,8816,69663,3935,8754,1
221.168,20,1059,8522,69657,3923,8757,1
221.213,20,1060,8240,68768,3914,8751,1
221.287,20,1061,7966,68799,3890,8737,1
221.361,20,1062,7702,68835,3879,8715,1
221.434,20,1063,7446,68859,3870,8685,1
221.508,20,1064,7200,68882,3860,8648,1
221.582,20,1065,7425,68906,3850,8604,1
221.656,20,1066,7658,68928,3841,8568,1
221.732,20,1067,7897,68985,3868,8541,1
221.805,20,1068,8144,68990,3858,8522,1
221.885,20,1069,8399,69185,3864,8511,1
221.963,20,1070,8662,69322,3876,8510,1
222.042,20,1071,8933,69457,3882,8517,1
222.120,20,1072,9212,69586,3891,8532,1
222.198,20,1073,9499,69712,3898,8555,1
222.277,20,1074,9796,69841,3912,8586,1
222.355,20,1075,10103,69953,3922,8625,1
222.434,20,1076,10418,70069,3928,8674,1
222.512,20,1077,10743,70186,3933,8730,1
222.590,20,1078,10385,70291,3939,8795,1
222.670,20,1079,10041,70402,3975,8846,1
222.748,20,1080,9707,70495,3979,8885,1
222.827,20,1081,9385,70596,3987,8912,1
222.905,20,1082,9073,70680,3995,8928,1
222.983,20,1083,8771,70774,4004,8934,1
223.063,20,1084,8481,70901,4020,8930,1
223.146,20,1085,8199,71098,4043,8917,1
223.224,20,1086,7927,71143,4060,8896,1
223.303,20,1087,8174,71245,4068,8868,1
223.383,20,1088,8429,71379,4079,8848,1
223.463,20,1089,8692,71496,4089,8836,1
223.542,20,1090,8963,71578,4097,8833,1
223.621,20,1091,9244,71642,4098,8839,1
223.701,20,1092,9533,71760,4101,8853,1
223.781,20,1093,9830,71850,4110,8876,1
223.859,20,1094,10137,71910,4113,8907,1
223.940,20,1095,10454,72036,4116,8947,1
224.020,20,1096,10781,72121,4133,8996,1
224.098,20,1097,10423,72179,4130,9054,1
224.179,20,1098,10077,72288,4129,9099,1
224.218,20,1099,9743,71093,4131,9131,1
224.294,20,1100,9419,71114,4114,9152,1
224.367,20,1101,9107,71067,4095,9161,1
224.443,20,1102,8805,71066,4078,9161,1
224.517,20,1103,8513,71018,4072,9150,1
224.590,20,1104,8231,70956,4057,9132,1
224.664,20,1105,7957,70920,4047,10906,1
224.737,20,1106,7693,70876,4018,10815,1
224.811,20,1107,7439,70854,4004,10719,1
224.885,20,1108,7193,70469,3992,10617,1
224.961,20,1109,6955,70474,4000,10511,1
225.035,20,1110,6723,70451,3986,10403,1
225.110,20,1111,6501,70477,3981,10290,1
225.184,20,1112,6285,70446,3971,10176,1
225.214,20,1113,6077,69036,3962,10056,1
225.287,20,1114,5875,69050,3937,9933,1
225.361,20,1115,5679,69081,3928,9808,1
225.438,20,1116,5489,69132,3979,9680,1
225.511,20,1117,5307,69113,3965,9550,1
225.584,20,1118,5129,69123,3954,9419,1
225.658,20,1119,4959,69130,3939,9288,1
225.732,20,1120,4795,69154,3926,9154,1
225.806,20,1121,4635,69169,3912,9020,1
225.879,20,1122,4481,69183,3899,8885,1
225.953,20,1123,4333,69201,3888,8750,1
226.027,20,1124,4468,69219,3876,8614,1
226.101,20,1125,4607,69230,3865,8486,1
226.175,20,1126,4750,69242,3866,8366,1
226.212,20,1127,4899,68123,3858,8255,1
226.286,20,1128,5052,68172,3854,8152,1
226.360,20,1129,5209,68210,3845,8057,1
226.433,20,1130,5372,68253,3836,7969,1
226.507,20,1131,5539,68300,3830,7889,1
226.581,20,1132,5712,68344,3822,7817,1
226.656,20,1133,5891,68386,3828,7753,1
226.736,20,1134,6076,68503,3932,7697,1
226.815,20,1135,6265,68552,4036,7649,1
226.893,20,1136,6460,68598,4138,7608,1
226.974,20,1137,6661,68640,4309,7575,1
227.051,20,1138,6870,68624,4412,7549,1
227.131,20,1139,7085,68698,4500,7530,1
227.217,20,1140,7306,68806,4759,7521,1
227.292,20,1141,7535,68727,4847,7518,1
227.370,20,1142,7770,68781,4920,7522,1
227.450,20,1143,8013,68855,5000,7534,1
227.531,20,1144,8264,68953,5084,7552,1
227.610,20,1145,8523,68991,5154,7578,1
227.690,20,1146,8790,69084,5224,7610,1
227.771,20,1147,9065,69167,5293,7649,1
227.849,20,1148,9348,69208,5352,7696,1
227.922,20,1149,9641,69158,5300,7750,1
227.996,20,1150,9942,69178,5250,7811,1
228.070,20,1151,10253,69204,5202,7879,1
228.144,20,1152,10574,69221,5150,7955,1
228.214,20,1153,10905,69107,5109,8038,1
228.287,20,1154,11246,69127,5047,8130,1
228.364,20,1155,11597,69153,5079,8229,1
228.435,20,1156,11960,69083,5036,8335,1
228.509,20,1157,12333,69100,4992,8450,1
228.583,20,1158,12718,69117,4945,8574,1
228.656,20,1159,12296,69144,4890,8705,1
228.731,20,1160,11888,69174,4854,8819,1
228.805,20,1161,11492,69182,4815,8917,1
228.879,20,1162,11110,69200,4777,9001,1
228.954,20,1163,10740,69228,4779,9069,1
229.027,20,1164,10382,69204,4742,9123,1
229.101,20,1165,10038,69217,4704,9164,1
229.176,20,1166,9704,69260,4669,9195,1
229.213,20,1167,9382,68114,4635,9212,1
229.286,20,1168,9070,68164,4595,9219,1
229.360,20,1169,8768,68212,4564,9215,1
229.434,20,1170,8478,68256,4531,9202,1
229.508,20,1171,8196,68307,4501,9182,1
229.581,20,1172,7924,68350,4470,9152,1
229.655,20,1173,7660,68397,4443,9115,1
229.729,20,1174,7406,68434,4413,9071,1
229.803,20,1175,7160,68477,4385,9021,1
229.877,20,1176,6922,68514,4358,8964,1
229.950,20,1177,6692,68547,4332,8901,1
230.024,20,1178,6470,68579,4306,8833,1
230.098,20,1179,6256,68609,4283,8760,1
230.171,20,1180,6048,68638,4259,8683,1
230.213,20,1181,5848,67653,4242,8602,1
230.290,20,1182,5654,67823,4240,8518,1
230.369,20,1183,5831,68007,4243,8431,1
230.447,20,1184,6014,68183,4240,8351,1
230.526,20,1185,6201,68352,4238,8280,1
230.607,20,1186,6394,68573,4260,8216,1
230.689,20,1187,6593,68831,4280,8160,1
230.770,20,1188,6800,69031,4290,8112,1
230.849,20,1189,7013,69178,4294,8073,1
230.928,20,1190,7232,69346,4295,8041,1
231.007,20,1191,7459,69486,4318,8018,1
231.089,20,1192,7692,69661,4342,8002,1
231.169,20,1193,7933,69816,4346,7993,1
231.222,20,1194,8180,69137,4360,7993,1
231.303,20,1195,8435,69341,4368,8001,1
231.383,20,1196,8698,69489,4371,8017,1
231.464,20,1197,8969,69685,4396,8040,1
231.542,20,1198,9250,69671,4481,8072,1
231.616,20,1199,9539,69570,4556,8113,1
231.691,20,1200,9838,69468,4623,8160,1
231.765,20,1201,10145,69371,4693,8216,1
231.839,20,1202,10462,69268,4758,8282,1
231.915,20,1203,10789,69208,4826,8355,1
231.988,20,1204,11126,69105,4883,8434,1
232.063,20,1205,11473,69025,4941,8521,1
232.136,20,1206,11093,68935,4973,8617,1
232.216,20,1207,10725,68872,5192,8698,1
232.286,20,1208,10369,68644,5243,8764,1
232.359,20,1209,10025,68564,5269,8819,1
232.435,20,1210,9691,68511,5358,8860,1
232.508,20,1211,9369,68386,5404,8891,1
232.581,20,1212,9059,68303,5445,8908,1
232.648,20,1213,8759,67770,5445,10231,0
232.725,20,1214,8467,67887,5388,10187,1
232.799,20,1215,8187,67950,5336,10135,1
232.873,20,1216,7915,67997,5280,10076,1
232.947,20,1217,7651,68059,5242,10010,1
233.021,20,1218,7397,68097,5199,9938,1
233.095,20,1219,7151,68141,5148,9861,1
233.168,20,1220,6913,68183,5099,9778,1
233.212,20,1221,6685,67306,5051,9690,1
233.286,20,1222,6463,67377,5003,9597,1
233.360,20,1223,6247,67447,4957,9500,1
233.433,20,1224,6039,67513,4911,9400,1
233.507,20,1225,5839,67579,4872,9296,1
233.581,20,1226,5645,67637,4830,9190,1
233.654,20,1227,5459,67696,4791,9080,1
233.728,20,1228,5279,67754,4750,8968,1
233.802,20,1229,5103,67814,4711,8854,1
233.881,20,1230,4933,68019,4694,8738,1
233.959,20,1231,4769,68192,4676,9700,1
234.037,20,1232,4658,68360,4658,9548,1
234.116,20,1233,4641,68521,4641,9397,1
234.194,20,1234,4622,68680,4622,9251,1
234.273,20,1235,4612,68849,4612,9108,1
234.351,20,1236,4596,68994,4596,8970,1
234.429,20,1237,4580,69135,4580,8835,1
234.507,20,1238,4570,69275,4570,8704,1
234.586,20,1239,4713,69410,4556,8577,1
234.664,20,1240,4860,69542,4541,8458,1
234.742,20,1241,5011,69667,4526,8348,1
234.820,20,1242,5168,69790,4512,8246,1
234.899,20,1243,5329,69922,4501,8151,1
234.977,20,1244,5496,70034,4489,8064,1
235.055,20,1245,5667,70145,4478,7986,1
235.137,20,1246,5479,70255,4566,9157,1
235.223,20,1247,5297,70456,4668,9044,1
235.302,20,1248,5121,70462,4762,8930,1
